Year,Station,Season,anchovy.y,bluecrab.y,bluefish.y,butter.y,calico.y,clearnosesk.y,cunner.y,dog.y,fluke.y,herring.y,hog.y,horse.y,jack.y,king.y,littlesk.y,lizard.y,mantis.y,menhaden.y,naked.y,pipe.y,puffer.y,robin.y,sand.y,scad.y,scup.y,seabass.y,seagoby.y,silverside.y,smallfl.y,spider.y,spot.y,spothake.y,squid.y,strrobin.y,tautog.y,toad.y,tomcod.y,weak.y,window.y,winterfl.y,wintersk.y,Grand.Total
1999,8,fall,1,2,NA,NA,100,NA,NA,1,2,NA,NA,NA,NA,NA,1,7,NA,NA,NA,2,9,NA,NA,NA,136,NA,NA,NA,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,267
1999,9,fall,2,2,NA,NA,91,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,1,2,NA,283
1999,5,fall,NA,1,NA,NA,337,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347
1999,3,fall,NA,6,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,223,NA,NA,NA,8,11,NA,NA,NA,1,NA,NA,NA,3,NA,16,2,342
2000,2,spring,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,3,NA,NA,NA,NA,3,4,NA,31
2000,4,spring,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,2,1,NA,NA,NA,NA,NA,NA,2,NA,23
2000,3,spring,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,23
2000,8,spring,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,38
2000,6,spring,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,43
2000,5,spring,NA,NA,NA,NA,123,NA,1,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,177
2000,9,spring,NA,3,NA,NA,20,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,20,NA,2,NA,16,NA,NA,NA,NA,3,1,NA,70
2000,4,spring,NA,NA,NA,NA,138,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,1,NA,2,31,NA,NA,2,4,NA,NA,NA,NA,NA,1,1,205
2000,6,spring,NA,NA,NA,NA,103,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,143
2000,7,spring,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,25
2000,8,spring,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,222
2000,2,spring,NA,1,NA,NA,240,1,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,3,NA,1,32,NA,NA,3,1,NA,NA,NA,NA,NA,6,NA,299
2000,3,spring,NA,NA,NA,NA,39,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,295,NA,NA,NA,1,20,NA,NA,6,1,1,NA,NA,NA,1,3,NA,371
2000,9,spring,NA,3,NA,NA,78,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,21,NA,1,NA,3,NA,NA,NA,NA,NA,3,NA,121
2000,4,spring,NA,2,NA,NA,83,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13,2,1,NA,1,65,NA,NA,1,4,NA,NA,NA,NA,NA,4,NA,179
2000,7,spring,NA,NA,NA,NA,95,2,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,57,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,163
2000,2,spring,NA,NA,NA,NA,574,NA,NA,NA,9,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,1,104,NA,NA,2,4,NA,NA,NA,NA,NA,5,NA,739
2000,9,spring,NA,NA,NA,NA,16,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,19,1,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,50
2000,5,spring,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,242
2000,9,spring,1,1,NA,NA,172,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3,NA,214
2000,1,summer,NA,NA,NA,NA,128,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,1,7,NA,NA,2,NA,NA,1,NA,5,NA,4,NA,312
2000,9,summer,NA,1,NA,NA,112,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,3,107,NA,NA,1,6,NA,NA,83,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,109,NA,2,NA,433
2000,6,summer,NA,NA,NA,1,137,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,210,NA,1,2,NA,24,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,381
2000,3,summer,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,1,NA,4,26,NA,NA,3,1,NA,NA,NA,NA,NA,5,NA,176
2000,5,summer,NA,NA,NA,NA,115,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,678,NA,NA,NA,NA,12,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,814
2000,9,summer,4,1,NA,NA,71,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,NA,NA,NA,272,NA,NA,1,1,1,NA,NA,45,4,NA,NA,NA,NA,NA,1,NA,413
2000,1,summer,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,NA,NA,NA,NA,8,NA,NA,NA,NA,4,NA,NA,2,NA,2,NA,646
2000,9,summer,18,NA,NA,NA,64,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,3,NA,NA,5,NA,NA,NA,348,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,152,NA,NA,NA,602
2000,2,summer,19,1,NA,NA,121,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,34,NA,40,NA,NA,4,3,2,1,NA,21,NA,3,NA,507
2000,8,summer,NA,NA,NA,1,151,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,678,1,NA,NA,4,14,NA,NA,NA,5,NA,NA,NA,NA,NA,7,NA,870
2000,4,summer,NA,NA,NA,NA,57,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,789,NA,NA,NA,2,3,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,873
2000,7,summer,NA,NA,NA,NA,252,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA,NA,581,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,860
2000,4,fall,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,1,NA,19,NA,NA,NA,574,3,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,NA,676
2000,2,fall,6,NA,NA,NA,72,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,3,NA,1,NA,NA,NA,285,NA,NA,NA,2,66,NA,NA,NA,2,4,NA,NA,NA,NA,3,NA,449
2000,8,fall,NA,3,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1007,NA,NA,NA,4,16,NA,NA,NA,4,6,NA,NA,NA,NA,6,NA,1201
2000,5,fall,NA,NA,NA,NA,83,1,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,470,1,NA,NA,4,4,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,572
2000,6,fall,1,NA,NA,NA,6,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,6,3,NA,NA,248,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,272
2000,9,fall,1036,1,NA,4,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,378,NA,NA,NA,NA,2,4,NA,NA,6,NA,NA,NA,138,NA,1,NA,1587
2000,1,fall,1,1,NA,NA,110,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,68,1,1,NA,4,8,NA,NA,NA,NA,4,NA,NA,2,NA,5,NA,210
2000,9,fall,18,1,NA,8,52,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,724,NA,NA,NA,1,1,11,NA,1,2,NA,NA,NA,61,NA,2,NA,887
2000,2,fall,NA,1,NA,NA,91,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,109
2000,4,fall,NA,NA,NA,NA,106,NA,NA,NA,2,NA,NA,2,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,79,1,NA,NA,17,5,NA,NA,1,1,NA,1,NA,24,NA,8,NA,264
2000,7,fall,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,94
2000,8,fall,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,7,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,25
2001,8,spring,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA,NA,NA,NA,NA,2,NA,1,12,NA,62
2001,9,spring,NA,NA,NA,NA,1,NA,NA,NA,3,1054,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,NA,1,NA,NA,1,NA,1,11,NA,1085
2001,3,spring,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,1,22,NA,NA,1,9,NA,NA,NA,NA,4,8,NA,58
2001,2,spring,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,79
2001,5,spring,NA,NA,NA,NA,66,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,1,NA,2,1,1,NA,NA,2,1,NA,112
2001,8,spring,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,NA,NA,1,NA,5,NA,1,NA,2,16,NA,57
2001,1,spring,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,1,NA,1,NA,NA,NA,8,NA,180
2001,9,spring,NA,NA,NA,NA,18,NA,NA,NA,2,20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,3,24,NA,72
2001,6,spring,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,52
2001,8,spring,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,14,NA,1,NA,NA,NA,NA,NA,NA,4,22,NA,70
2001,9,spring,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,18
2001,2,spring,NA,NA,NA,NA,24,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,5,2,NA,NA,NA,NA,3,NA,64
2001,4,spring,NA,1,NA,NA,11,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,25,NA,NA,NA,2,54,NA,NA,NA,8,NA,NA,NA,NA,NA,7,NA,111
2001,7,spring,NA,NA,NA,1,89,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
2001,2,spring,NA,3,NA,1,105,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,2,5,NA,NA,NA,NA,1,1,NA,NA,NA,6,NA,161
2001,6,spring,NA,NA,NA,NA,152,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,3,9,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,193
2001,5,summer,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,1,NA,NA,25,NA,NA,6,NA,2,NA,NA,NA,NA,7,NA,130
2001,1,summer,8,NA,NA,NA,115,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,28,NA,NA,NA,2,37,NA,NA,1,NA,1,NA,NA,NA,NA,4,NA,200
2001,3,summer,2,NA,NA,NA,42,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,14,NA,NA,NA,5,28,NA,NA,4,NA,NA,NA,NA,10,NA,37,NA,149
2001,4,summer,NA,NA,NA,NA,199,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,59,NA,NA,NA,11,29,NA,NA,1,2,2,1,NA,17,NA,23,NA,346
2001,8,summer,NA,NA,NA,NA,224,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,566,NA,NA,NA,13,5,NA,NA,NA,NA,1,NA,NA,11,1,51,NA,883
2001,9,summer,258,NA,NA,3,32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,NA,NA,11,NA,NA,1,4,1,NA,NA,8,4,1,NA,NA,123,NA,5,NA,469
2001,4,summer,NA,NA,NA,NA,85,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,204,1,NA,NA,4,15,NA,NA,NA,NA,1,NA,NA,42,NA,5,NA,363
2001,7,summer,NA,NA,NA,1,75,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,38,NA,NA,5,NA,9,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,149
2001,3,summer,117,NA,NA,11,42,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,240,NA,NA,NA,5,6,NA,NA,2,1,NA,NA,NA,31,NA,22,NA,491
2001,5,summer,NA,NA,NA,NA,150,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,600,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,776
2001,6,summer,NA,NA,NA,10,19,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,781,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,819
2001,7,summer,NA,NA,NA,NA,174,NA,11,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,434,NA,NA,NA,1,4,NA,NA,NA,NA,11,NA,NA,NA,NA,1,NA,645
2001,1,summer,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,68,NA,NA,NA,NA,32,NA,NA,NA,NA,4,NA,NA,NA,NA,6,NA,132
2001,4,summer,NA,NA,NA,1,53,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,29,NA,NA,NA,360,NA,NA,NA,25,32,NA,NA,NA,12,2,NA,NA,9,NA,6,NA,537
2001,5,summer,1,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,13,1,NA,NA,111,NA,NA,NA,5,7,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,178
2001,9,summer,52,NA,NA,2,3,NA,NA,NA,5,NA,1,NA,NA,NA,NA,1,5,NA,NA,NA,2,NA,NA,NA,99,NA,NA,NA,1,2,NA,NA,4,18,NA,NA,NA,203,NA,1,NA,399
2001,6,summer,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,2,NA,NA,2,NA,1,1,NA,NA,198,NA,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,253
2001,7,fall,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,19,2,NA,NA,88,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,149
2001,8,fall,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,6,NA,NA,176,NA,NA,NA,11,NA,NA,NA,NA,5,1,NA,NA,NA,NA,9,NA,246
2001,2,fall,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,2,NA,NA,NA,91,NA,NA,NA,5,32,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,160
2001,4,fall,NA,NA,NA,NA,31,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,64,2,NA,NA,27,7,NA,NA,1,15,4,2,NA,NA,NA,4,NA,168
2001,6,fall,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,150,NA,NA,NA,1,3,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,176
2001,1,fall,NA,NA,NA,NA,40,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,1,NA,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,76
2001,3,fall,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,724,NA,1,NA,2,2,NA,NA,NA,2,1,NA,NA,4,NA,1,NA,741
2001,4,fall,NA,NA,NA,NA,64,NA,1,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,118,2,NA,NA,28,5,NA,NA,1,13,4,1,NA,NA,NA,7,NA,255
2001,8,fall,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,147,NA,NA,NA,10,NA,NA,NA,NA,2,3,NA,NA,NA,NA,4,NA,196
2001,3,fall,NA,NA,NA,NA,19,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,1,NA,NA,84,1,1,NA,13,3,NA,NA,NA,2,NA,NA,NA,6,1,NA,1,140
2001,6,fall,NA,NA,NA,NA,87,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
2001,4,fall,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,53
2001,5,fall,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,52
2001,6,fall,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
2001,9,fall,5,2,NA,NA,28,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,129,NA,1,NA,6,NA,NA,NA,NA,2,NA,NA,NA,39,NA,3,NA,222
2001,1,fall,NA,NA,NA,NA,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,1,19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,52
2001,2,fall,NA,NA,NA,NA,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2001,3,fall,NA,1,NA,NA,29,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,11,2,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,57
2001,7,fall,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,25
2001,9,fall,2,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,44,NA,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA,8,1,NA,1,80
2002,1,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
2002,2,spring,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,26,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,40
2002,4,spring,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1,9,NA,NA,NA,NA,1,1,2,61
2002,6,spring,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,81,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,91
2002,7,spring,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,9
2002,9,spring,NA,2,NA,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,9,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,26
2002,2,spring,NA,2,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,31,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,49
2002,3,spring,NA,2,NA,NA,15,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,15,NA,NA,NA,NA,3,2,NA,67
2002,7,spring,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,12
2002,4,spring,NA,NA,NA,NA,21,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,105
